"DateTime","variable","value","scenario"
2015-11-07,"mort",-0.000976757483880246,"baseline"
2015-11-08,"grz",0.190055798882117,"baseline"
2015-11-08,"resp",-0.0587676869133852,"baseline"
2015-11-08,"mort",-0.00195892289711284,"baseline"
2015-11-09,"grz",0.317232533216335,"baseline"
2015-11-09,"resp",-0.0963496198986408,"baseline"
2015-11-09,"mort",-0.00321165399662136,"baseline"
2015-11-10,"grz",0.664037760709218,"baseline"
2015-11-10,"resp",-0.201026563212173,"baseline"
2015-11-10,"mort",-0.00670088544040578,"baseline"
2015-11-11,"grz",0.969417960198304,"baseline"
2015-11-11,"resp",-0.295349185751319,"baseline"
2015-11-11,"mort",-0.00984497285837729,"baseline"
2015-11-12,"grz",0.671079111950176,"baseline"
2015-11-12,"resp",-0.201175616665811,"baseline"
2015-11-12,"mort",-0.00670585388886038,"baseline"
2015-11-13,"grz",0.85396460758914,"baseline"
2015-11-13,"resp",-0.255792628319283,"baseline"
2015-11-13,"mort",-0.00852642094397609,"baseline"
2015-11-14,"grz",0.623903072695925,"baseline"
2015-11-14,"resp",-0.184030957095499,"baseline"
2015-11-14,"mort",-0.00613436523651664,"baseline"
2015-11-15,"grz",0.711683258288885,"baseline"
2015-11-15,"resp",-0.209738213150739,"baseline"
2015-11-15,"mort",-0.00699127377169128,"baseline"
2015-11-16,"grz",0.906870722546361,"baseline"
2015-11-16,"resp",-0.26804444274895,"baseline"
2015-11-16,"mort",-0.00893481475829832,"baseline"
2015-11-17,"grz",1.09211687720216,"baseline"
2015-11-17,"resp",-0.324620422974066,"baseline"
2015-11-17,"mort",-0.0108206807658022,"baseline"
2015-11-18,"grz",1.51167563052454,"baseline"
2015-11-18,"resp",-0.453278894676944,"baseline"
2015-11-18,"mort",-0.0151092964892315,"baseline"
2015-11-19,"grz",0,"baseline"
2015-11-19,"resp",-0.577426606733749,"baseline"
2015-11-19,"mort",-0.0192475535577916,"baseline"
2015-11-20,"grz",0,"baseline"
2015-11-20,"resp",-0.517992972823818,"baseline"
2015-11-20,"mort",-0.0172664324274606,"baseline"
2015-11-21,"grz",1.05812386639076,"baseline"
2015-11-21,"resp",-0.31426898784834,"baseline"
2015-11-21,"mort",-0.010475632928278,"baseline"
2015-11-22,"grz",1.1089882252236,"baseline"
2015-11-22,"resp",-0.32492281243414,"baseline"
2015-11-22,"mort",-0.0108307604144713,"baseline"
2015-11-23,"grz",0,"baseline"
2015-11-23,"resp",-0.188922060699479,"baseline"
2015-11-23,"mort",-0.00629740202331596,"baseline"
2015-11-24,"grz",0.590381771995361,"baseline"
2015-11-24,"resp",-0.173978841299874,"baseline"
2015-11-24,"mort",-0.00579929470999579,"baseline"
2015-11-25,"grz",0,"baseline"
2015-11-25,"resp",-0.145390525671279,"baseline"
2015-11-25,"mort",-0.0048463508557093,"baseline"
2015-11-26,"grz",0,"baseline"
2015-11-26,"resp",-0.124272653558832,"baseline"
2015-11-26,"mort",-0.00414242178529439,"baseline"
2015-11-27,"grz",0,"baseline"
2015-11-27,"resp",-0.11376448011322,"baseline"
2015-11-27,"mort",-0.00379214933710732,"baseline"
2015-11-28,"grz",0,"baseline"
2015-11-28,"resp",-0.0992283338623906,"baseline"
2015-11-28,"mort",-0.00330761112874635,"baseline"
2015-11-29,"grz",0,"baseline"
2015-11-29,"resp",-0.0809712796095844,"baseline"
2015-11-29,"mort",-0.00269904265365281,"baseline"
2015-11-30,"grz",0,"baseline"
2015-11-30,"resp",-0.0795551849683077,"baseline"
2015-11-30,"mort",-0.00265183949894359,"baseline"
2015-12-01,"grz",0,"baseline"
2015-12-01,"resp",-0.0606506598546886,"baseline"
2015-12-01,"mort",-0.00202168866182295,"baseline"
2015-12-02,"grz",0,"baseline"
2015-12-02,"resp",-0.0420096104071335,"baseline"
2015-12-02,"mort",-0.00140032034690445,"baseline"
2015-12-03,"grz",0,"baseline"
2015-12-03,"resp",-0.0303905938631729,"baseline"
2015-12-03,"mort",-0.0010130197954391,"baseline"
2015-12-04,"grz",0.0898374130298896,"baseline"
2015-12-04,"resp",-0.025854432220444,"baseline"
2015-12-04,"mort",-0.000861814407348134,"baseline"
2015-12-05,"grz",0.0999865406164872,"baseline"
2015-12-05,"resp",-0.0287781043822553,"baseline"
2015-12-05,"mort",-0.000959270146075178,"baseline"
2015-12-06,"grz",0.0909330972018218,"baseline"
2015-12-06,"resp",-0.0263744566327967,"baseline"
2015-12-06,"mort",-0.000879148554426557,"baseline"
2015-12-07,"grz",0.0612363603965026,"baseline"
2015-12-07,"resp",-0.0179015647764574,"baseline"
2015-12-07,"mort",-0.000596718825881914,"baseline"
2015-12-08,"grz",0.0873938215867526,"baseline"
2015-12-08,"resp",-0.025423329581947,"baseline"
2015-12-08,"mort",-0.000847444319398232,"baseline"
2015-12-09,"grz",0.112098367066674,"baseline"
2015-12-09,"resp",-0.0326521382564295,"baseline"
2015-12-09,"mort",-0.00108840460854765,"baseline"
2015-12-10,"grz",0.140922091663203,"baseline"
2015-12-10,"resp",-0.0411053615008855,"baseline"
2015-12-10,"mort",-0.00137017871669618,"baseline"
2015-12-11,"grz",0.190557834882982,"baseline"
2015-12-11,"resp",-0.0556699695388022,"baseline"
2015-12-11,"mort",-0.00185566565129341,"baseline"
2015-12-12,"grz",0.259909297795256,"baseline"
2015-12-12,"resp",-0.0760367486355186,"baseline"
2015-12-12,"mort",-0.00253455828785062,"baseline"
2015-12-13,"grz",0.338995985943803,"baseline"
2015-12-13,"resp",-0.0993517830105254,"baseline"
2015-12-13,"mort",-0.00331172610035085,"baseline"
2015-12-14,"grz",0.423983819834735,"baseline"
2015-12-14,"resp",-0.12450292308206,"baseline"
2015-12-14,"mort",-0.00415009743606866,"baseline"
2015-12-15,"grz",0.671936952146734,"baseline"
2015-12-15,"resp",-0.198203530568386,"baseline"
2015-12-15,"mort",-0.00660678435227952,"baseline"
2015-12-16,"grz",0.728718406087614,"baseline"
2015-12-16,"resp",-0.215099752451429,"baseline"
2015-12-16,"mort",-0.00716999174838098,"baseline"
2015-12-17,"grz",0,"baseline"
2015-12-17,"resp",-0.203218533994261,"baseline"
2015-12-17,"mort",-0.00677395113314204,"baseline"
2015-12-18,"grz",0,"baseline"
2015-12-18,"resp",-0.190056935126651,"baseline"
2015-12-18,"mort",-0.00633523117088838,"baseline"
2015-12-19,"grz",0.499332769547665,"baseline"
2015-12-19,"resp",-0.146559893725472,"baseline"
2015-12-19,"mort",-0.00488532979084906,"baseline"
2015-12-20,"grz",0.449951011793772,"baseline"
2015-12-20,"resp",-0.1318747181994,"baseline"
2015-12-20,"mort",-0.00439582393998,"baseline"
2015-12-21,"grz",0,"baseline"
2015-12-21,"resp",-0.0868800759173271,"baseline"
2015-12-21,"mort",-0.00289600253057757,"baseline"
2015-12-22,"grz",0,"baseline"
2015-12-22,"resp",0,"baseline"
2015-12-22,"mort",0,"baseline"
2015-12-23,"grz",0.382911053791846,"baseline"
2015-12-23,"resp",-0.11208028655736,"baseline"
2015-12-23,"mort",-0.00373600955191201,"baseline"
2015-12-24,"grz",0.501924856140797,"baseline"
2015-12-24,"resp",-0.147253878633381,"baseline"
2015-12-24,"mort",-0.0049084626211127,"baseline"
2015-12-25,"grz",0.642542954999727,"baseline"
2015-12-25,"resp",-0.18965727472345,"baseline"
2015-12-25,"mort",-0.00632190915744835,"baseline"
2015-12-26,"grz",0.137403744646996,"baseline"
2015-12-26,"resp",-0.0392841159039563,"baseline"
2015-12-26,"mort",-0.00130947053013188,"baseline"
2015-12-27,"grz",0.212329483599476,"baseline"
2015-12-27,"resp",-0.0608223924473218,"baseline"
2015-12-27,"mort",-0.00202741308157739,"baseline"
2015-12-28,"grz",0.222494733035272,"baseline"
2015-12-28,"resp",-0.0635880016005864,"baseline"
2015-12-28,"mort",-0.00211960005335288,"baseline"
2015-12-29,"grz",0.559437656985144,"baseline"
2015-12-29,"resp",-0.162497255060211,"baseline"
2015-12-29,"mort",-0.00541657516867369,"baseline"
2015-12-30,"grz",0.856134202421406,"baseline"
2015-12-30,"resp",-0.249403692912652,"baseline"
2015-12-30,"mort",-0.00831345643042174,"baseline"
2015-12-31,"grz",0.876267457492868,"baseline"
2015-12-31,"resp",-0.255079574552945,"baseline"
2015-12-31,"mort",-0.00850265248509817,"baseline"
2016-01-01,"grz",0.984827592710169,"baseline"
2016-01-01,"resp",-0.28784649996291,"baseline"
2016-01-01,"mort",-0.00959488333209699,"baseline"
2016-01-02,"grz",0.648292510325372,"baseline"
2016-01-02,"resp",-0.189509152999449,"baseline"
2016-01-02,"mort",-0.00631697176664829,"baseline"
2016-01-03,"grz",0.752519108541423,"baseline"
2016-01-03,"resp",-0.220509628595075,"baseline"
2016-01-03,"mort",-0.00735032095316918,"baseline"
2016-01-04,"grz",0.81511169087071,"baseline"
2016-01-04,"resp",-0.239237421036804,"baseline"
2016-01-04,"mort",-0.00797458070122679,"baseline"
2016-01-05,"grz",0.935178564403575,"baseline"
2016-01-05,"resp",-0.275503583286778,"baseline"
2016-01-05,"mort",-0.00918345277622594,"baseline"
2016-01-06,"grz",0,"baseline"
2016-01-06,"resp",-0.294637427915035,"baseline"
2016-01-06,"mort",-0.00982124759716782,"baseline"
2016-01-07,"grz",0,"baseline"
