"DateTime","dens.elv_0","dens.elv_0.710526315789474","dens.elv_1.42105263157895","dens.elv_2.13157894736842","dens.elv_2.84210526315789","dens.elv_3.55263157894737","dens.elv_4.26315789473684","dens.elv_4.97368421052632","dens.elv_5.68421052631579","dens.elv_6.39473684210526","dens.elv_7.10526315789474","dens.elv_7.81578947368421","dens.elv_8.52631578947368","dens.elv_9.23684210526316","dens.elv_9.94736842105263","dens.elv_10.6578947368421","dens.elv_11.3684210526316","dens.elv_12.0789473684211","dens.elv_12.7894736842105","dens.elv_13.5"
2000-07-09,999.973169599833,999.973169599833,999.972095568335,999.840729872987,999.774882782114,999.715741129249,999.671990343344,999.59463500496,999.361034461783,998.774587664918,998.141356499936,997.386284397816,996.988140078245,996.82651906364,996.695290542467,995.331339106343,NA,NA,NA,NA
2000-07-10,999.934865767592,999.934865767592,999.934481378123,999.878919080386,999.761554009086,999.689825339008,999.656948653358,999.587152621259,999.361270113431,998.63646169266,998.035325689113,997.281845958325,996.787860835066,996.410879354836,995.493455139708,995.10121766564,NA,NA,NA,NA
2000-07-11,999.88490926809,999.88490926809,999.884725119892,999.858107072795,999.74555554207,999.667353443555,999.6438672634,999.5812358535,999.360751860841,998.508060263221,997.941679940025,997.221706108812,996.683848488579,995.927974686402,995.307459850418,995.148381859072,NA,NA,NA,NA
2000-07-12,999.850694143445,999.850694143445,999.850636907655,999.842363653013,999.736906358123,999.648099317952,999.63180535855,999.575928412168,999.357007065692,998.390250914514,997.855645489056,997.180514396339,996.619970647829,995.460255772037,995.193380744583,995.154390352666,NA,NA,NA,NA
2000-07-13,999.830647882812,999.830647882812,999.830647882812,999.830647882812,999.729768194241,999.632160990041,999.621844764105,999.571918046896,999.349683529639,998.25040627259,997.595170826253,996.589313924968,995.150584406499,995.026422898565,994.984664797801,994.984664797801,NA,NA,NA,NA
2000-07-14,999.820696194174,999.820696194174,999.820696194174,999.820696194174,999.723384101732,999.619396296422,999.612939254437,999.568616314153,999.344922406106,998.144428282963,997.54346652878,995.85981098364,995.053915396967,995.012590227411,994.972649745706,994.972649745706,NA,NA,NA,NA
2000-07-15,999.813791951863,999.813791951863,999.813791951863,999.813791951863,999.725028820652,999.608631327603,999.607755235907,999.563838898346,999.337549137693,998.047274112841,997.306834062375,995.654781421735,995.06324360406,994.886340090644,994.715417885567,994.638820420696,NA,NA,NA,NA
2000-07-16,999.808914208522,999.808914208522,999.808920089859,999.808988478683,999.720117528004,999.59961083958,999.597941800961,999.55927974861,999.326339602293,997.964633856116,997.124837958813,995.740968258932,995.013808250044,994.681521362347,994.659996715364,994.433211561473,NA,NA,NA,NA
2000-07-17,999.805480998527,999.805480998527,999.805564457135,999.805577642427,999.716414239078,999.591614604937,999.590595532126,999.556235756393,999.320569839869,997.891802067931,997.108049077898,996.015118775585,995.057166972075,994.790632235791,994.714517512043,994.682219274413,NA,NA,NA,NA
2000-07-18,999.802680568114,999.802680568114,999.80274344136,999.802750226078,999.711923887469,999.584243059786,999.581532620582,999.551438066125,999.305423447542,997.822252728471,997.078663347648,996.077934554729,995.160150973612,994.862125815893,994.607308025933,994.556426892283,NA,NA,NA,NA
2000-07-19,999.800471498451,999.800471498451,999.800471498451,999.800529737732,999.707964269792,999.577569393254,999.573460427918,999.546914242628,999.283827280287,997.766242017319,997.052800245395,996.158729823781,995.223314736552,994.753036534504,994.622181488444,994.535500291065,NA,NA,NA,NA
2000-07-20,999.79845682422,999.79845682422,999.798564886475,999.798628133184,999.705034670743,999.5713280952,999.568079151625,999.543282100473,999.280269842192,997.705065751054,997.038312752295,996.236327224897,995.224385676855,994.7482037159,994.609430135495,994.530880562634,NA,NA,NA,NA
2000-07-21,999.796625557286,999.796653469259,999.796775838781,999.796716614317,999.701897925289,999.565216765175,999.562150294444,999.538724925988,999.272643223452,997.646125510603,997.016002257339,996.291408193474,995.3033271312,994.684492314253,994.575316327201,994.567658196296,NA,NA,NA,NA
2000-07-22,999.795009486719,999.795012212327,999.795060967006,999.795027470883,999.699088685849,999.559651719072,999.556875155204,999.53480044511,999.267435407463,997.591572194979,996.997760637664,996.340816095955,995.385955140853,994.732828413651,994.45909870821,994.409329843892,NA,NA,NA,NA
2000-07-23,999.793422776993,999.793422776993,999.793506385446,999.793427495756,999.696424180555,999.554561794714,999.551980244226,999.531225405397,999.262677789609,997.541929272946,996.982053630839,996.38466205867,995.465060029583,994.638435897952,994.379924895484,994.363797695561,NA,NA,NA,NA
2000-07-24,999.791778396953,999.791797386074,999.791888247299,999.791881527235,999.693563556769,999.549754422859,999.546717204249,999.527178975009,999.249688088068,997.500948516383,996.962271444109,996.419311421258,995.523855222483,994.526003151051,994.377060416932,994.342682785255,NA,NA,NA,NA
2000-07-25,999.790339263306,999.790339263306,999.790416227707,999.790336701233,999.691179766975,999.545202520665,999.542483478089,999.523867401912,999.244975170166,997.460150656916,996.949531765761,996.453257210441,995.589587030179,994.555330250969,994.324967501293,994.184424962494,NA,NA,NA,NA
2000-07-26,999.788784563085,999.788803699335,999.788910203556,999.788968580251,999.688915052147,999.541076806319,999.538755796105,999.521090876714,999.241757561636,997.424252464169,996.941562977492,996.488817166555,995.651488720144,994.41420404597,994.259881287683,994.101913779286,NA,NA,NA,NA
2000-07-27,999.787415424313,999.787415424313,999.787418095569,999.787390121799,999.686393308079,999.536994886877,999.534760773958,999.517873735632,999.235793620613,997.39136503089,996.930231140755,996.509586161848,995.72928358994,994.356575035057,994.015367892213,993.899399156955,NA,NA,NA,NA
2000-07-28,999.785908300223,999.785910625568,999.786001220592,999.786095277993,999.684354368865,999.533428300025,999.531663177473,999.51569389851,999.233774821834,997.361899112941,996.923916011178,996.34923878897,994.467921596388,994.426916671754,994.281416307781,994.121385561074,NA,NA,NA,NA
2000-07-29,999.784261674836,999.784327149216,999.784435335989,999.783888284172,999.679083086422,999.530151955839,999.525635688789,999.507888259374,999.174159319638,997.370991517592,996.884710903734,996.105727559485,994.465896344536,994.228394387853,994.228394387853,994.14712352114,NA,NA,NA,NA
2000-07-30,999.782757493044,999.782757493044,999.782757493044,999.782356635235,999.677405121599,999.526161403665,999.521894046363,999.503489968701,999.16492754297,997.325263566516,996.785800221989,994.905266196414,994.560963429653,994.538767788257,994.331991980939,994.258013238836,NA,NA,NA,NA
2000-07-31,999.781015492583,999.781015492583,999.781045461216,999.779703921969,999.672513401085,999.521824172146,999.515578643064,999.489795396763,999.096854196161,997.327341319154,996.730634550001,994.926172884887,994.496085478584,994.479850369194,994.477992071529,994.262216078636,NA,NA,NA,NA
2000-08-01,999.779393917057,999.779393917057,999.779529821712,999.777872528081,999.670183505445,999.517662899939,999.510894292605,999.480646001901,999.058671610447,997.239084862878,996.007321911215,994.711547651772,994.462021088323,994.443167073626,994.443167073626,994.338920830668,NA,NA,NA,NA
2000-08-02,999.777848986483,999.777849518861,999.777946087933,999.776567090199,999.668678483901,999.513243809608,999.506703378137,999.475101709554,999.053033814653,997.199712411254,995.808547166535,994.757753991257,994.509722400361,994.49365875264,994.484112165786,994.319725906185,NA,NA,NA,NA
2000-08-03,999.776404364805,999.776410841376,999.776492990647,999.77531075738,999.666392560569,999.509306789345,999.502480208996,999.467772735654,999.03447055714,997.19600723101,995.688977794674,994.931223708912,994.670635790044,994.670635790044,994.491151195588,994.466033417898,NA,NA,NA,NA
2000-08-04,999.775076358689,999.775076358689,999.775060845144,999.774331911742,999.665041654915,999.506177193012,999.499766354987,999.464749417285,999.034624086467,997.184036636425,995.829699983398,995.264149301467,995.236412274338,995.08021066024,994.826601404669,994.82657525357,NA,NA,NA,NA
2000-08-05,999.773500088178,999.773500411611,999.773544614878,999.772262801392,999.660864173807,999.502708950514,999.493785547267,999.449863304956,998.988085013788,996.971069632515,995.944161850226,995.792172491705,995.792172491705,995.435201070184,995.081979463918,995.077783271648,NA,NA,NA,NA
2000-08-06,999.771917937157,999.771918261794,999.771958879965,999.768486189323,999.653677079117,999.499747036485,999.483804285137,999.417325107905,998.899708477837,996.870888035639,996.123322493879,995.836932427725,995.396482103111,995.38229482428,995.38229482428,995.175069705691,NA,NA,NA,NA
