"DateTime","Depth","mod_temp","obs_temp"
2018-06-21,"9",8.28900471041578,7.7686
2018-06-28,"0.1",26.647747492714,24.0146
2018-06-28,"1",26.5748085679899,23.8832
2018-06-28,"10",8.36282553418122,7.5609
2018-06-28,"11",8.36476990351389,7.4983
2018-06-28,"2",24.5557565412752,23.8521
2018-06-28,"3",23.8511432231264,18.0766
2018-06-28,"4",22.2926157606708,13.2146
2018-06-28,"5",18.0861230784736,10.6001
2018-06-28,"6",11.5097827681534,9.2363
2018-06-28,"7",10.9901779071299,8.4106
2018-06-28,"8",10.271851692812,7.8902
2018-06-28,"9",8.40179295324424,7.7103
2018-07-05,"0.1",29.811966287824,29.049
2018-07-05,"1",29.7716098015205,26.5662
2018-07-05,"10",8.49443814105685,7.5689
2018-07-05,"11",NA,7.4898
2018-07-05,"2",27.8813105213876,24.0164
2018-07-05,"3",24.746320156065,20.7971
2018-07-05,"4",23.3024853108857,14.4274
2018-07-05,"5",18.1557813173596,12.1306
2018-07-05,"6",11.4845024900622,10.2152
2018-07-05,"7",11.1207738557096,9.0532
2018-07-05,"8",10.1154732251742,8.1491
2018-07-05,"9",8.50314231489429,7.7378
2018-07-12,"0.1",28.5969212899531,27.7504
2018-07-12,"1",28.5936458598525,27.0292
2018-07-12,"10",8.63161545816495,7.6361
2018-07-12,"11",NA,7.5599
2018-07-12,"2",24.8057717077779,24.4136
2018-07-12,"3",22.666206505144,21.0613
2018-07-12,"4",21.5593570876438,13.8385
2018-07-12,"5",17.0981051990124,10.7304
2018-07-12,"6",11.8829027938626,9.5759
2018-07-12,"7",11.3240398964082,8.735
2018-07-12,"8",9.94640148772987,8.079
2018-07-12,"9",8.65811995486412,7.7935
2018-07-19,"0.1",29.2939185341958,27.7175
2018-07-19,"1",29.2939171647811,26.9363
2018-07-19,"10",8.77026139958463,7.7485
2018-07-19,"11",NA,7.7485
2018-07-19,"2",27.4589600632268,24.9949
2018-07-19,"3",24.5589938191752,20.3683
2018-07-19,"4",23.4604603062979,14.6913
2018-07-19,"5",15.6173460314801,11.1476
2018-07-19,"6",11.7200961364364,9.5107
2018-07-19,"7",11.4769330637642,8.7066
2018-07-19,"8",9.56234555750435,8.2152
2018-07-19,"9",8.77174994324036,7.8609
2018-07-26,"0.1",26.3898598783584,25.1167
2018-07-26,"1",24.6712905185326,24.9395
2018-07-26,"10",8.98296140068558,9.0393
2018-07-26,"11",NA,9.0393
2018-07-26,"2",20.6130654494845,24.8543
2018-07-26,"3",20.0140734475422,24.7463
2018-07-26,"4",20.0140734475422,15.0735
2018-07-26,"5",18.3457185417099,11.9479
2018-07-26,"6",13.0630981874022,9.8492
2018-07-26,"7",11.9451367531749,8.9651
2018-07-26,"8",10.799405941088,9.0393
2018-07-26,"9",9.41550298482959,9.0393
2018-08-02,"0.1",26.5912429616604,24.9483
2018-08-02,"1",26.1668874399524,24.9491
2018-08-02,"10",9.08638206462475,7.772
2018-08-02,"11",NA,7.7118
2018-08-02,"2",21.9879253277528,24.6286
2018-08-02,"3",21.2175378192213,21.1985
2018-08-02,"4",21.2175378192213,14.5705
2018-08-02,"5",18.7308138703686,11.3584
2018-08-02,"6",13.3617127600704,9.8869
2018-08-02,"7",12.3805575059459,8.7957
2018-08-02,"8",10.5788644725274,8.2666
2018-08-02,"9",9.2782990747997,7.96
2018-08-09,"0.1",27.2340085942572,26.7122
2018-08-09,"1",26.5688688686936,26.6418
2018-08-09,"10",9.27324792111658,8.0693
2018-08-09,"11",NA,8.0693
2018-08-09,"2",23.2108127592915,26.5693
2018-08-09,"3",22.5915672090638,23.5068
2018-08-09,"4",22.2073243190167,15.9958
2018-08-09,"5",17.8325803044115,11.5296
2018-08-09,"6",14.1221499052384,9.7874
2018-08-09,"7",12.924121945707,8.7177
2018-08-09,"8",10.9423493122225,8.2891
2018-08-09,"9",9.57483700257657,8.0693
2018-08-16,"0.1",26.9895095626683,26.3975
2018-08-16,"1",26.8833231072152,26.2119
2018-08-16,"10",9.34380816914789,7.9339
2018-08-16,"11",NA,7.8322
2018-08-16,"2",24.6787324507633,26.0628
2018-08-16,"3",22.5187052686244,22.2802
2018-08-16,"4",21.1149874754209,15.576
2018-08-16,"5",16.2771683769317,11.758
2018-08-16,"6",13.2347374198505,10.0318
2018-08-16,"7",12.6734133725434,8.9481
2018-08-16,"8",10.2915267101176,8.3786
2018-08-16,"9",9.37728874083512,8.1188
2018-08-24,"0.1",23.9044899463111,24.459
2018-08-24,"1",23.8926719140023,24.0558
2018-08-24,"10",9.53320494916757,7.9196
2018-08-24,"11",NA,7.9189
2018-08-24,"2",22.2312121738504,23.7476
2018-08-24,"3",18.3307070277713,22.9255
2018-08-24,"4",18.3307070277713,16.7022
2018-08-24,"5",17.1853099663192,11.7924
2018-08-24,"6",13.8565647703922,9.9281
2018-08-24,"7",12.9894022527171,9.0685
2018-08-24,"8",11.046944444496,8.3744
2018-08-24,"9",9.80016814257365,8.1703
2018-09-07,"0.1",27.0691815269181,28.1239
2018-09-07,"1",26.9456192528351,27.646
2018-09-07,"10",9.74549834955448,8.1353
2018-09-07,"11",NA,8.1353
2018-09-07,"2",23.8785740499612,26.4868
2018-09-07,"3",23.1609314576824,23.2721
2018-09-07,"4",21.6797065631626,15.7538
2018-09-07,"5",14.6372910203399,11.8974
2018-09-07,"6",13.4543068929376,10.0566
2018-09-07,"7",13.0275961733678,9.0349
2018-09-07,"8",9.97811248283138,8.4387
2018-09-07,"9",9.7502961383164,8.2026
2018-09-21,"0.1",23.938146343103,23.7267
2018-09-21,"1",22.7885320604283,23.4236
2018-09-21,"10",10.1104219227963,8.1627
2018-09-21,"11",NA,8.1312
2018-09-21,"2",20.7902276694421,22.8312
2018-09-21,"3",20.6602749337241,22.0699
2018-09-21,"4",20.3541527898234,19.6708
2018-09-21,"5",19.3670908475607,14.0119
2018-09-21,"6",16.1038175775134,10.6472
