"DateTime","Depth","temp"
2021-05-14,9,8.797
2021-05-14,10,8.5886
2021-05-14,11,8.3891
2021-05-31,0.1,20.6051
2021-05-31,1,20.6332
2021-05-31,2,20.6084
2021-05-31,3,20.6114
2021-05-31,4,16.4212
2021-05-31,5,12.7053
2021-05-31,6,10.619
2021-05-31,7,9.5527
2021-05-31,8,9.1004
2021-05-31,9,8.789
2021-05-31,10,8.5811
2021-05-31,11,8.5297
2021-06-15,0.1,26.1
2021-06-15,1,26.1
2021-06-15,2,25.9
2021-06-15,3,25.9
2021-06-15,4,21.1
2021-06-15,5,16.7
2021-06-15,6,13.6
2021-06-15,7,11.7
2021-06-16,0.1,24.8113
2021-06-16,1,24.4963
2021-06-16,2,24.8608
2021-06-16,3,24.8438
2021-06-16,4,17.9073
2021-06-16,5,14.5523
2021-06-16,6,12.2039
2021-06-16,7,10.5546
2021-06-16,8,9.226
2021-06-16,9,8.9873
2021-06-16,10,8.8564
2021-06-16,11,8.643
2021-06-28,0.1,25.5926
2021-06-28,1,25.3398
2021-06-28,2,24.6922
2021-06-28,3,23.913
2021-06-28,4,20.7546
2021-06-28,5,14.7389
2021-06-28,6,12.4189
2021-06-28,7,10.9048
2021-06-28,8,9.5719
2021-06-28,9,9.135
2021-06-28,10,8.8374
2021-06-28,11,8.7823
2021-07-12,0.1,27.7706
2021-07-12,1,26.8756
2021-07-12,2,25.7852
2021-07-12,3,24.7874
2021-07-12,4,21.3953
2021-07-12,5,15.6127
2021-07-12,6,11.9314
2021-07-12,7,10.1884
2021-07-12,8,9.4002
2021-07-12,9,9.1523
2021-07-12,10,8.9562
2021-07-12,11,8.9036
2021-07-26,0.1,27.2402
2021-07-26,1,27.2441
2021-07-26,2,27.152
2021-07-26,3,24.3477
2021-07-26,4,20.7524
2021-07-26,5,15.5721
2021-07-26,6,12.2376
2021-07-26,7,10.5409
2021-07-26,8,9.4983
2021-07-26,9,9.2417
2021-07-26,10,8.95
2021-07-26,11,8.9541
2021-08-09,0.1,27
2021-08-09,1,26.7
2021-08-09,2,25.9
2021-08-09,3,25.5
2021-08-09,4,24
2021-08-23,0.1,26.6
2021-08-23,1,26.6
2021-08-23,2,26.6
2021-08-23,3,26.6
2021-08-23,4,24.3
2021-08-23,5,20.5
2021-08-23,6,15.4
2021-08-23,7,12.7
2021-08-23,8,11.1
2021-08-23,9,10.1
2021-08-23,10,9.7
2021-08-23,11,9.4
2021-09-06,0.1,24.7
2021-09-06,1,24.8
2021-09-06,2,24.8
2021-09-06,3,24.8
2021-09-06,4,24.1
2021-09-06,5,18.8
2021-09-06,6,16.3
2021-09-06,7,13.1
2021-09-06,8,10.8
2021-09-06,9,10.1
2021-09-06,10,9.9
2021-09-06,11,9.9
2021-09-21,0.1,22.7
2021-09-21,1,23
2021-09-21,2,23
2021-09-21,3,23
2021-09-21,4,23
2021-09-21,5,19
2021-09-21,6,14.9
2021-09-21,7,12.6
2021-09-21,8,10.9
2021-09-21,9,10.2
2021-09-21,10,9.8
2021-09-21,11,9.6
2021-10-12,0.1,20.1
2021-10-12,1,19.9
2021-10-12,2,19.8
2021-10-12,3,19.7
2021-10-12,4,19.7
2021-10-12,5,19.4
2021-10-12,6,16.7
2021-10-12,7,13.4
2021-10-12,8,11.5
2021-10-12,9,10.3
2021-10-12,10,10
2021-10-12,11,9.8
2021-10-26,0.1,16.3
2021-10-26,1,16.3
2021-10-26,2,16.3
2021-10-26,3,16.3
2021-10-26,4,16.3
2021-10-26,5,16.3
2021-10-26,6,16.3
2021-10-26,7,16.3
2021-10-26,8,16.3
2021-10-26,9,10.6
2021-10-26,10,10.3
2021-11-09,0.1,11.8
2021-11-09,1,11.5
2021-11-09,2,11.4
2021-11-09,3,11.4
2021-11-09,4,11.4
2021-11-09,5,11.3
2021-11-09,6,11.2
2021-11-09,7,11.2
2021-11-09,8,11.2
2021-11-09,9,11.1
2021-11-09,10,10.9
2021-11-09,11,10.8
2021-11-22,0.1,8.6
2021-11-22,1,8.5
2021-11-22,2,8.5
2021-11-22,3,8.5
2021-11-22,4,8.5
2021-11-22,5,8.5
2021-11-22,6,8.5
2021-11-22,7,8.4
2021-11-22,8,8.5
2021-11-22,9,8.5
2021-12-06,0.1,7
2021-12-06,1,6.7
2021-12-06,2,6.5
2021-12-06,3,6.5
2021-12-06,4,6.5
2021-12-06,5,6.4
2021-12-06,6,6.4
2021-12-06,7,6.4
2021-12-06,8,6.4
2021-12-06,9,6.3
2021-12-06,10,6.3
2022-01-26,0.1,2.8
2022-01-26,1,2.7
2022-01-26,2,2.7
2022-01-26,3,2.7
2022-01-26,4,2.7
2022-01-26,5,2.7
2022-01-26,6,2.7
2022-01-26,7,2.7
2022-01-26,8,2.7
2022-01-26,9,2.7
2022-01-26,10,2.8
2022-02-24,0.1,5.1364
2022-02-24,1,5.354
2022-02-24,2,5.332
2022-02-24,3,5.2743
2022-02-24,4,5.1654
2022-02-24,5,5.1158
2022-02-24,6,5.0591
2022-02-24,7,4.9988
2022-02-24,8,4.9729
2022-02-24,9,4.9626
2022-02-24,10,4.9517
2022-02-24,11,4.9517
2022-03-22,0.1,12.1508
2022-03-22,1,11.5388
2022-03-22,2,10.5888
2022-03-22,3,10.4167
2022-03-22,4,9.8075
2022-03-22,5,9.5291
2022-03-22,6,8.1416
2022-03-22,7,7.6095
2022-03-22,8,7.3647
2022-03-22,9,7.1981
2022-03-22,10,7.1956
2022-03-22,11,7.1956
2022-04-12,0.1,14.7876
2022-04-12,1,13.613
2022-04-12,2,10.7332
2022-04-12,3,10.4828
2022-04-12,4,10.2402
2022-04-12,5,10.1045
2022-04-12,6,9.72
2022-04-12,7,9.2709
2022-04-12,8,9.2084
2022-04-12,9,9.059
2022-04-12,10,8.8279
2022-04-12,11,8.8279
2022-05-02,0.1,16.083
2022-05-02,1,15.483
2022-05-02,2,15.454
2022-05-02,3,15.4188
2022-05-02,4,13.9056
2022-05-02,5,11.3033
2022-05-02,6,10.5695
2022-05-02,7,9.705
2022-05-02,8,9.4939
2022-05-02,9,9.3524
2022-05-02,10,9.3584
2022-05-02,11,9.3584
