"DateTime","dens.elv_0","dens.elv_0.670339119165185","dens.elv_1.34067823833037","dens.elv_2.01101735749555","dens.elv_2.68135647666074","dens.elv_3.35169559582592","dens.elv_4.02203471499111","dens.elv_4.69237383415629","dens.elv_5.36271295332148","dens.elv_6.03305207248666","dens.elv_6.70339119165185","dens.elv_7.37373031081703","dens.elv_8.04406942998222","dens.elv_8.7144085491474","dens.elv_9.38474766831258","dens.elv_10.0550867874778","dens.elv_10.725425906643","dens.elv_11.3957650258081","dens.elv_12.0661041449733","dens.elv_12.7364432641385"
2000-07-09,999.97314844167,999.97314844167,999.972548065027,999.885631841405,999.798636020676,999.722428320788,999.690644157368,999.628521523248,999.495256126053,999.068125504396,998.519387669128,997.860640834861,997.411426474132,997.391093488344,997.056939848673,996.964467370265,996.963583205946,NA,NA,NA
2000-07-10,999.933713179592,999.933713179592,999.933713179592,999.873749558543,999.790901335309,999.693300899269,999.66425881239,999.616330172526,999.477409927955,998.970737032892,998.386121456681,997.761278290821,997.51917214503,997.422701156728,996.977499032161,996.808531020844,996.786778412154,NA,NA,NA
2000-07-11,999.883477531361,999.883477531361,999.883477531361,999.850760758238,999.783401193664,999.670667372406,999.644070412119,999.602017953228,999.459219727199,998.882655870859,998.261056900508,997.703000261091,997.517341118627,997.444445773291,996.95549357291,996.701455319479,996.700783615388,NA,NA,NA
2000-07-12,999.849619892933,999.849619892933,999.849619892933,999.835008017231,999.778441687818,999.652152086707,999.628084034545,999.58978378906,999.445420582028,998.798051141661,998.146424736325,997.696655538561,997.648743347324,997.404814817418,996.794953827934,996.624190324434,996.622618006064,NA,NA,NA
2000-07-13,999.829559274438,999.829559274438,999.829559274438,999.824026137185,999.775552190102,999.637488808551,999.615503818021,999.580236746848,999.428243049115,998.598276263366,997.853749526832,997.655569121366,997.655569121366,997.651554058119,997.3316310202,996.596323262696,996.425098718391,NA,NA,NA
2000-07-14,999.81735376212,999.81735376212,999.81735376212,999.790631002313,999.725975887925,999.633819164316,999.588208489067,999.526202449719,999.283354822329,998.546491418282,997.753035095066,997.669378290548,997.669378290548,997.669378290548,997.465407758908,996.870190453928,996.639704971124,NA,NA,NA
2000-07-15,999.809484307878,999.809484307878,999.80730433613,999.773733395666,999.711477979056,999.617509447883,999.565393578501,999.489863256503,999.226148415154,998.461068161415,997.768178264838,997.624576026077,997.475987415823,997.38973811992,997.38973811992,996.826149467089,996.644156779004,NA,NA,NA
2000-07-16,999.804855097811,999.804901293301,999.800977941239,999.777258533194,999.71867810141,999.604459846529,999.553244393892,999.479567621473,999.215432114096,998.383038711843,997.733154320884,997.509794379302,997.360469326378,997.236557041884,997.169579845935,996.687258985191,996.572029076941,NA,NA,NA
2000-07-17,999.802085228974,999.802175697935,999.799601264028,999.78199111919,999.730216088051,999.594603505906,999.546706874481,999.478734903878,999.222816989005,998.31813077286,997.681642800159,997.55243301488,997.55243301488,997.317640487518,997.012979374012,996.661200841539,996.631163927279,NA,NA,NA
2000-07-18,999.800186400017,999.800186400017,999.798137254457,999.784101304428,999.732711467248,999.587908779039,999.539676365857,999.475278053605,999.219807281933,998.264937958414,997.636994697596,997.543443719263,997.529930320628,997.361057539353,996.877237259296,996.459525626699,996.397253077012,NA,NA,NA
2000-07-19,999.798549941612,999.798585195761,999.797085623629,999.785354564615,999.735068837345,999.582581307745,999.534863247525,999.473509465893,999.218893634649,998.217276276045,997.606324821708,997.487208277068,997.407575343277,997.186841654202,996.958929537794,996.373684690349,996.302599050789,NA,NA,NA
2000-07-20,999.797100396087,999.79711219407,999.796163589152,999.786854717696,999.741081053763,999.576386080613,999.532084344646,999.475788913856,999.231189345158,998.156951666264,997.559663001445,997.422836812438,997.314656647988,997.056952577266,996.844682521964,996.287886688654,996.285563880705,NA,NA,NA
2000-07-21,999.795594670985,999.795606516447,999.795099495133,999.787852288426,999.74653014783,999.570004477395,999.529559033322,999.478491981316,999.246336923508,998.092059616252,997.504028243077,997.360947183153,997.305427325383,997.082600818738,996.634216874134,996.229262711716,996.193642587125,NA,NA,NA
2000-07-22,999.794177110175,999.794177110175,999.79398326074,999.788367107019,999.750478407494,999.564336680107,999.527464356116,999.48094844787,999.259046406759,998.03640102643,997.451869240432,997.306266554557,997.20514058063,997.08897300081,996.42060196489,996.083982857363,996.011275999673,NA,NA,NA
2000-07-23,999.792666948135,999.79269082178,999.792784594452,999.788459673063,999.753713087349,999.558877309981,999.525703146832,999.483647945667,999.272899195974,997.980555056858,997.403220119744,997.250675531892,997.138443967423,997.021333885569,996.23262020599,995.906829017856,995.906518726178,NA,NA,NA
2000-07-24,999.791238437458,999.791282366714,999.791375641197,999.78801833401,999.753895393761,999.554555081852,999.523447606684,999.485864635076,999.283453903031,997.933865752257,997.357455779386,997.199370240261,997.076051662327,996.746400494431,996.160518906615,995.898456286804,995.856743165244,NA,NA,NA
2000-07-25,999.789819276581,999.789847335223,999.78996407442,999.7874735876,999.755976565426,999.54942426779,999.521872608641,999.48848444202,999.298936299699,997.876581733205,997.315515033966,997.156295173246,997.017713550377,996.727582576503,996.052869235771,995.727919007114,995.685097822244,NA,NA,NA
2000-07-26,999.788446403265,999.788462577869,999.788574382557,999.786824830293,999.758041725453,999.544507812228,999.520763956754,999.490978108554,999.314425900122,997.821812305267,997.280134127941,997.12261309905,996.973606757165,996.672879010687,996.152527321819,995.67481371289,995.606132821791,NA,NA,NA
2000-07-27,999.786950601554,999.786968641619,999.787080245997,999.785634046377,999.754321892441,999.542251461617,999.518259102781,999.490186169355,999.309713238072,997.814453539538,997.245448303892,997.082975400277,996.914267634511,996.707456940417,996.482070827207,995.641427161047,995.445554761694,NA,NA,NA
2000-07-28,999.785649148257,999.785649148257,999.785649148257,999.783699316818,999.743429740026,999.544421394401,999.515207548946,999.486794917899,999.284116226688,997.857457359417,997.254367434641,997.254367434641,997.254367434641,997.119412115942,996.709753570664,995.772155091841,995.656915020202,NA,NA,NA
2000-07-29,999.783778269364,999.783810829798,999.782999337381,999.769383062399,999.696168066083,999.556513019085,999.506705680175,999.451969957485,999.149836656604,998.039098937025,997.312031807625,997.187364618981,997.109792066885,997.101763964482,996.874851378266,996.005838237317,995.746950737219,NA,NA,NA
2000-07-30,999.781958446689,999.781987066007,999.780115461536,999.762082594473,999.689541096642,999.550841909752,999.497104586932,999.427238398995,999.095473104924,997.953901783249,997.414799960267,997.362553849711,997.362553849711,997.306979939522,997.04071246047,996.345016161881,995.952578892267,NA,NA,NA
2000-07-31,999.779100448965,999.778300255842,999.769211209608,999.735523673005,999.653735799139,999.541621358869,999.47421778077,999.370936578478,998.97619059201,997.931575229239,997.417751022821,997.320516969542,997.320516969542,997.316702413105,997.140839333443,996.57713761787,996.07409299403,NA,NA,NA
2000-08-01,999.776230068291,999.774836949582,999.762098088609,999.725817484385,999.645854712374,999.528870149269,999.454091386428,999.333065023604,998.899411419917,997.840233390406,997.344880287444,997.310455522493,997.310455522493,997.310455522493,997.18289025143,996.641960723093,996.200572250993,NA,NA,NA
2000-08-02,999.77319482005,999.771337514229,999.756077792733,999.717302535055,999.634428315679,999.514081196388,999.429457552456,999.290904465952,998.839576791549,997.862928530156,997.362943292043,997.351777912328,997.351777912328,997.351777912328,997.137474547776,996.622899870216,996.25253821619,NA,NA,NA
2000-08-03,999.771350917241,999.769244531836,999.753105882797,999.715410201499,999.633846027093,999.503310204039,999.413754082276,999.270054414399,998.804427229005,997.841382979121,997.453633239841,997.453633239841,997.453633239841,997.334128394353,997.083441829918,996.618374238892,996.363850377605,NA,NA,NA
2000-08-04,999.771074797738,999.769106751393,999.754429568851,999.720991673267,999.64280613106,999.498023551209,999.407360294802,999.266496372579,998.8207446787,997.93328252251,997.858938724301,997.858938724301,997.858938724301,997.452142274283,997.257779963068,996.78403989238,996.718894625008,NA,NA,NA
2000-08-05,999.768867142015,999.766974104145,999.752594066035,999.717940405333,999.634024595591,999.491376745078,999.390649120372,999.230489959307,998.828693099185,998.263144685879,998.220035879889,998.220035879889,998.220035879889,997.800887250424,997.436210994071,996.938143511871,996.867594283056,NA,NA,NA
2000-08-06,999.763161955426,999.76059749704,999.742487593946,999.701645915527,999.615703293961,999.478903381562,999.361746455785,999.188966950173,998.859329612311,998.354045767771,998.108939665892,997.984639741238,997.968529993592,997.968529993592,997.876534723957,997.053115765957,996.860482971187,NA,NA,NA
2000-08-07,999.757841628824,999.754787910167,999.734915396788,999.694436493362,999.609101155661,999.464702700471,999.346309415732,999.186128357536,998.845161721689,998.28329353219,997.981417826118,997.861592908398,997.731132894807,997.370270185498,997.239048875135,997.145454467076,996.57331332537,NA,NA,NA
2000-08-08,999.762434827413,999.759710479375,999.742905900703,999.711808425535,999.639055714062,999.464568595264,999.356263653054,999.21804467218,998.893353472983,998.196372165335,997.884576480832,997.746190256716,997.647280589604,997.647280589604,997.241055618706,996.950708288568,996.728244927689,NA,NA,NA
2000-08-09,999.763263531489,999.761234375855,999.747958242063,999.722255745657,999.649409055677,999.46597780688,999.363135474307,999.239900008849,998.910003398525,998.213383975424,998.177919742127,998.177919742127,998.135875520627,997.644920772625,997.42394463844,996.985962070395,996.932413276846,NA,NA,NA
2000-08-10,999.761330134007,999.759659698264,999.748020281811,999.720244107594,999.637616462534,999.46742677996,999.363930118915,999.229909531721,998.865299791325,998.302762486036,998.233970579178,998.233970579178,998.101833951331,997.91844525513,997.347374902718,997.018579640274,996.979745560957,NA,NA,NA
2000-08-11,999.760081151213,999.758609611888,999.747849328045,999.720405717507,999.640145174892,999.467250893434,999.365011282388,999.229386951561,998.866729397221,998.288250989262,998.109049250011,998.03453118796,997.861135488021,997.404788604961,997.404788604961,996.822114375695,996.627518545952,NA,NA,NA
2000-08-12,999.758899700653,999.757688901125,999.748539299966,999.724852017048,999.649341749164,999.466525003668,999.368400230442,999.242579249024,998.89519768516,998.219142178897,997.981106720738,997.871090494179,997.615004656409,997.354198482787,997.20702487349,996.688657336038,996.431732869877,NA,NA,NA
2000-08-13,999.758394681294,999.757455786078,999.750020397971,999.730149295308,999.660221530806,999.465372802765,999.373137471638,999.259284797513,998.922828438769,998.148094594911,997.856389820271,997.711730930581,997.435134089488,997.140742258177,997.095863104321,996.51451581748,996.176096079469,NA,NA,NA
