"DateTime","Depth","mod_po4","obs_po4"
2015-07-09,"3",0.0603007633694796,0.0842358857508682
2015-07-09,"6",0.141444962486646,0.0315884571565756
2015-07-09,"9",0.157738476279178,0.0737064000320096
2015-07-16,"0.1",0.0488053639110544,0.0421179428754341
2015-07-16,"3",0.0488974073320401,0.0631769143131511
2015-07-16,"9",0.169350754615682,0.0737064000320096
2015-07-23,"0.1",0.027383613655947,0.0526474285942926
2015-07-23,"3",0.052122964983354,0.0842358857508682
2015-07-23,"6",0.21800805901828,0.0526474285942926
2015-07-23,"9",0.179680632110094,0.105294857188585
2015-07-30,"3",0.0505143937460401,0.0842358857508682
2015-07-30,"9",0.204138846745402,0.0842358857508682
2015-08-13,"0.1",0.0230447834098837,0.0631769143131511
2015-08-13,"3",0.0557832227071031,0.0421179428754341
2015-08-13,"6",0.392104936565031,0.0737064000320096
2015-08-13,"9",0.262207144730201,0.115824342907444
2015-08-20,"3",0.0463458585925729,0.115824342907444
2015-08-20,"6",0.433205401525204,0.0631769143131511
2015-08-20,"9",0.292923865445069,0.105294857188585
2015-09-04,"3",0.00592579540743091,0.0737064000320096
2015-09-04,"6",0.551261084696935,0.126353828626302
2015-09-18,"0.1",0.0103835255849,0.0842358857508682
2015-09-18,"3",0.0103105777291459,0.0737064000320096
2015-10-02,"0.1",0.0776427151695813,0.0631769143131511
2015-10-02,"3",0.0132881721119991,0.0631769143131511
2015-10-02,"6",0.0691528030383525,0.0842358857508682
2015-10-02,"9",0.512916858244023,0.105294857188585
2015-10-23,"0.1",0.0289066302079929,0.115824342907444
2015-10-23,"3",0.0288288331588155,0.0631769143131511
2015-10-23,"6",0.0658992952767915,0.0631769143131511
2016-04-06,"0.1",0.0445572900819186,0.126353828626302
2016-04-06,"11",0.112540717437089,0.0526474285942926
2016-04-06,"3",0.0444285223203092,0.0631769143131511
2016-04-06,"6",0.0445104761931701,0.0631769143131511
2016-04-06,"9",0.112540717437089,0.0421179428754341
2016-04-20,"0.1",0.0488907892053529,0.0526474285942926
2016-04-20,"11",0.0584810507145176,0.0737064000320096
2016-04-20,"3",0.0500049078413326,0.0631769143131511
2016-04-20,"6",0.0477833055864875,0.0631769143131511
2016-04-20,"9",0.0552168140172362,0.0526474285942926
2016-05-04,"0.1",0.0628051276207859,0.0737064000320096
2016-05-04,"11",0.0660942461082644,0.0421179428754341
2016-05-04,"3",0.0409532556740626,0.0421179428754341
2016-05-04,"6",0.0454361380843473,0.0526474285942926
2016-05-04,"9",0.0538419442828407,0.0421179428754341
2016-05-12,"11",0.0595539849200482,0.0421179428754341
2016-05-12,"3",0.0557658562437841,0.0842358857508682
2016-05-12,"9",0.054863319751622,0.0315884571565756
2016-05-19,"11",0.0717143206973846,0.0421179428754341
2016-05-19,"3",0.0407450971929051,0.0737064000320096
2016-05-19,"6",0.0464429470464946,0.0421179428754341
2016-05-19,"9",0.0591564126256076,0.0526474285942926
2016-05-26,"11",0.085182122993539,0.0526474285942926
2016-05-26,"3",0.0458568500038277,0.0737064000320096
2016-05-26,"6",0.0560359937169911,0.105294857188585
2016-05-26,"9",0.0644853538872434,0.0315884571565756
2016-05-29,"0.1",0.0554955274002732,0.0631769143131511
2016-05-29,"11",0.0963325979798884,0.0421179428754341
2016-05-29,"3",0.0510983244388442,0.0631769143131511
2016-05-29,"6",0.0608220914713133,0.0526474285942926
2016-05-31,"0.1",0.0665998618837039,0.0526474285942926
2016-05-31,"11",0.0983466528849704,0.0737064000320096
2016-05-31,"6",0.0647799333605067,0.0737064000320096
2016-05-31,"9",0.0678536980836844,0.0526474285942926
2016-06-02,"0.1",0.0814934622101575,0.0526474285942926
2016-06-02,"11",0.105435521982327,0.0526474285942926
2016-06-02,"3",0.0637240785111924,0.0737064000320096
2016-06-02,"9",0.0694381493505701,0.0737064000320096
2016-06-08,"0.1",0.141484347520918,0.0947653714697267
2016-06-08,"10",0.109529222800255,0.0421179428754341
2016-06-08,"3",0.0940376265901676,0.0631769143131511
2016-06-08,"7",0.0923666724459145,0.0526474285942926
2016-06-08,"9",0.0755789997061051,0.0315884571565756
2016-06-16,"11",NA,0.0421179428754341
2016-06-16,"9",0.0855076740498135,0.0947653714697267
2016-06-26,"6",0.181332643059536,0.0737064000320096
2016-06-26,"9",0.121366853910842,0.0526474285942926
2016-06-28,"6",0.197424515828344,0.0631769143131511
2016-07-07,"0.1",0.0119504424522083,0.0526474285942926
2016-07-07,"11",NA,0.0315884571565756
2016-07-07,"6",0.275627359419327,0.0842358857508682
2016-07-14,"0.1",0.00885381124641378,0.0947653714697267
2016-07-14,"11",NA,0.0421179428754341
2016-07-14,"3",0.0126271966789101,0.0842358857508682
2016-07-14,"6",0.333459730506026,0.0631769143131511
2016-07-14,"9",0.195085601621427,0.021058971437717
2016-07-24,"0.1",0.0134592752689642,0.105294857188585
2016-07-24,"11",NA,0.0737064000320096
2016-07-24,"3",0.00873512905786202,0.0947653714697267
2016-07-24,"6",0.394770621513338,0.0421179428754341
2016-07-24,"9",0.228402790338903,0.0631769143131511
2016-07-28,"3",0.00759719783654079,0.0631769143131511
2016-08-04,"11",NA,0.168471771501736
2016-08-04,"3",0.0462755269040754,0.0737064000320096
2016-08-04,"6",0.436170568630538,0.0315884571565756
2016-08-04,"9",0.269448467228423,0.0631769143131511
2016-08-11,"0.1",0.0515377855530039,0.0842358857508682
2016-08-18,"11",NA,0.0526474285942926
2016-08-18,"9",0.316195272000135,0.0421179428754341
2016-08-23,"11",NA,0.0631769143131511
2016-09-16,"0.1",0.0049620272994435,0.0947653714697267
2016-09-16,"11",NA,0.105294857188585
2016-09-16,"6",0.460721894513207,0.0947653714697267
2016-09-16,"9",0.457632069002015,0.189530742939453
2016-09-27,"11",0.51225085770721,0.115824342907444
2016-09-27,"3",0.024492461667767,0.0947653714697267
2016-09-27,"6",0.331621240044757,0.0631769143131511
2016-09-27,"9",0.546806529645015,0.0737064000320096
2016-10-11,"0.1",0.0590479433398528,0.0737064000320096
2016-10-11,"11",0.542082164526515,0.105294857188585
2016-10-11,"3",0.0869547063286727,0.0421179428754341
2016-10-11,"6",0.103702870818166,0.0737064000320096
2016-10-11,"9",0.378712660572306,0.021058971437717
2016-10-25,"0.1",0.0458249786589571,0.0315884571565756
2016-10-25,"11",0.487311484835336,0.0947653714697267
2016-10-25,"6",0.11585068465266,0.0421179428754341
2016-11-11,"0.1",0.045811721211516,0.0421179428754341
2016-11-11,"11",0.0624214438958611,0.0631769143131511
2016-11-11,"3",0.0405625268223938,0.0631769143131511
2016-11-11,"6",0.0515231929831982,0.0421179428754341
2016-11-11,"9",0.0624214438958611,0.0842358857508682
2017-03-17,"0.1",0.0284145745334883,0.0737064000320096
2017-03-17,"11",NA,0.0631769143131511
2017-03-17,"3",0.0393496284809384,0.0631769143131511
2017-03-17,"6",0.039334522002537,0.0737064000320096
2017-03-17,"9",0.0393369384850949,0.0631769143131511
2017-04-10,"0.1",0.0598792516149994,0.105294857188585
2017-04-10,"11",NA,0.105294857188585
2017-04-10,"3",0.0492907319711402,0.0947653714697267
2017-04-10,"6",0.0176131992492769,0.0842358857508682
2017-04-10,"9",0.0221455925069831,0.126353828626302
2017-05-05,"0.1",0.0603971382682314,0.0947653714697267
2017-05-05,"11",NA,0.0631769143131511
2017-05-05,"3",0.0387612278505891,0.0842358857508682
2017-05-05,"6",0.078823083768425,0.0421179428754341
2017-05-05,"9",0.0599766179698115,0.0526474285942926
2017-05-10,"0.1",0.0462247673016025,0.0842358857508682
2017-05-10,"11",0.0660739241697254,0.0315884571565756
2017-05-10,"3",0.0808887707562274,0.0631769143131511
2017-05-10,"6",0.059938817180357,0.0631769143131511
2017-05-10,"9",0.0671431327271262,0.0526474285942926
2017-05-18,"0.1",0.039451066409665,0.0631769143131511
2017-05-18,"11",0.0692910564366405,0.0315884571565756
2017-05-18,"3",0.0309744625487387,0.0737064000320096
2017-05-18,"6",0.0515085971328454,0.0631769143131511
2017-05-18,"9",0.0659867806889353,0.0526474285942926
2017-05-25,"0.1",0.0340559633413945,0.0737064000320096
2017-05-25,"11",0.0764643576158871,0.0526474285942926
2017-05-25,"3",0.0467864262411902,0.0947653714697267
2017-05-25,"6",0.0407018259583995,0.0315884571565756
2017-05-25,"9",0.0679844088767352,0.0737064000320096
2017-05-30,"0.1",0.0361372314105863,0.0737064000320096
2017-05-30,"11",0.0650736398880298,0.0526474285942926
2017-05-30,"3",0.0440432822927213,0.0842358857508682
