#Variables:
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1-m_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_BNU-ESM_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CanESM2_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CCSM4_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp85(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 37.3438 Latitude, -79.8438 Longitude (closest value to Latitude:37.3149, Longitude:-79.82) "
#Original Data File(s):
#macav2livneh_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_bcc-csm1-1-m_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_BNU-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CanESM2_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CSIRO-Mk3-6-0_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1-m_rcp85(K),tasmax_BNU-ESM_rcp85(K),tasmax_CanESM2_rcp85(K),tasmax_CCSM4_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_CSIRO-Mk3-6-0_rcp85(K),tasmax_GFDL-ESM2M_rcp85(K),tasmax_GFDL-ESM2G_rcp85(K),tasmax_HadGEM2-CC365_rcp85(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1-m_rcp85(K),tasmax_BNU-ESM_rcp85(K),tasmax_CanESM2_rcp85(K),tasmax_CCSM4_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_CSIRO-Mk3-6-0_rcp85(K),tasmax_GFDL-ESM2M_rcp85(K),tasmax_GFDL-ESM2G_rcp85(K),tasmax_HadGEM2-CC365_rcp85(K)
2033-08-05,303.947601,304.113464,304.929382,305.170105,307.794891,300.377808,306.524475,304.968018,302.440735,311.262299
2033-08-06,305.663025,304.235840,304.457581,305.545441,305.863739,304.352173,304.201141,303.933380,304.249359,303.880035
2033-08-07,302.357422,302.546722,301.933441,303.583557,306.329376,303.086090,306.316864,304.661194,303.627075,299.937897
2033-08-08,302.565582,303.243134,302.222961,306.901428,304.746979,303.143127,306.417450,305.332153,301.290802,300.530579
2033-08-09,302.368744,302.478210,298.290863,303.297089,306.309204,301.456207,307.006866,304.655640,297.928772,303.187775
2033-08-10,304.410767,302.749817,299.762238,305.906158,303.372009,302.069519,304.588470,307.517670,300.320709,306.005463
2033-08-11,306.161957,301.900208,301.934021,304.238373,310.400391,301.944550,306.838684,304.871368,302.981018,310.731903
2033-08-12,304.152069,300.652252,302.773926,305.421234,309.608826,303.179810,308.104614,307.004211,303.695679,310.050934
2033-08-13,307.808807,299.693298,302.801697,309.720764,309.011597,304.916962,308.983917,307.479523,305.411865,310.487061
2033-08-14,305.457916,299.949799,301.941101,312.262909,308.943085,305.510315,306.842255,306.284790,304.256866,302.812531
2033-08-15,304.646027,300.470215,303.924438,310.873657,309.873474,305.071594,308.112915,307.824127,302.772461,301.532623
2033-08-16,303.234192,301.881165,305.343781,309.453461,308.628693,307.407623,307.383728,307.954620,305.692841,303.359070
2033-08-17,305.292847,301.316681,303.649017,308.551331,308.944153,306.440033,308.516754,306.068909,304.174377,305.090668
2033-08-18,305.242126,304.790833,302.413300,310.691071,306.366150,303.069519,308.505157,307.809753,303.576477,307.013733
2033-08-19,302.848816,304.669189,302.709381,312.060333,304.258484,302.694885,310.712524,308.479706,304.787720,303.701385
2033-08-20,302.181396,298.388855,304.412079,307.816406,303.548462,303.375916,309.944550,304.682526,304.571991,300.893890
2033-08-21,303.698669,295.053314,304.853302,307.719238,307.230927,303.947113,306.880859,303.797852,302.684479,303.868134
2033-08-22,301.303040,300.957184,305.467896,311.261017,308.373169,303.334717,301.680939,304.719208,303.640991,301.626251
2033-08-23,298.229980,299.396088,304.790039,309.013977,303.899597,305.055450,305.105347,306.696594,304.175781,299.035980
2033-08-24,296.475067,303.155457,304.568726,309.034241,302.556305,306.507965,306.629364,308.100769,305.202850,296.635956
2033-08-25,300.160950,301.030548,302.470306,308.167389,306.172882,305.589905,302.827789,310.448761,305.932129,295.578827
2033-08-26,302.848450,303.456146,301.230255,309.955811,304.272034,308.206238,303.712219,305.428894,304.895966,294.249390
2033-08-27,302.807281,299.492584,304.741150,306.964539,304.671356,306.619202,307.892395,302.405945,304.428345,298.336609
2033-08-28,305.181641,304.129669,302.028381,306.786194,302.751129,305.511322,308.811707,304.318451,300.119202,299.039490
2033-08-29,308.281281,304.511261,302.880005,308.511932,307.279053,303.494049,310.976562,301.615051,301.677063,300.734772
2033-08-30,307.198486,308.576019,301.310425,308.297333,310.363129,303.124268,311.008972,302.978027,302.346832,302.704376
2033-08-31,302.230286,309.501251,300.253174,309.511688,309.813477,302.982147,308.934113,305.216949,296.354034,301.612457
2033-09-01,302.359161,308.408478,307.569733,303.975586,307.499329,305.321289,310.557434,305.614532,301.837616,302.397675
2033-09-02,303.166199,305.312164,301.341125,300.259460,308.328583,304.114044,306.525421,305.877472,301.032349,304.304749
2033-09-03,298.922028,306.061707,301.081757,298.259094,307.555695,303.334900,304.423676,307.567444,303.422211,305.679993
2033-09-04,297.993927,301.660980,300.481567,302.757446,303.727295,304.128235,299.338409,307.123657,298.811279,304.794250
2033-09-05,298.414124,299.070404,300.678375,303.828003,300.385895,303.037445,300.099792,305.075226,299.081696,301.735474
2033-09-06,293.666168,303.278168,305.216217,306.799927,301.989410,304.515717,302.237274,305.941772,301.957764,303.062286
2033-09-07,298.565094,305.755188,306.849182,308.588745,304.570862,306.725891,299.476898,306.641022,301.834351,303.235718
2033-09-08,302.603516,304.001129,304.250000,307.053925,304.845886,306.094818,301.625916,305.880280,305.934479,301.548706
2033-09-09,302.590912,300.183960,300.473663,308.406494,306.734131,299.346771,303.302551,306.313690,303.435577,300.635529
2033-09-10,303.225159,294.699432,299.134949,308.357697,305.419739,302.337585,304.983307,302.524017,301.371735,300.888123
2033-09-11,303.876099,293.107971,304.955170,307.073364,305.155975,302.571869,303.646362,298.360413,303.823700,301.263947
2033-09-12,302.630676,296.773529,307.724182,307.207886,301.166840,304.565918,301.929535,299.237946,302.489319,300.209015
2033-09-13,303.399292,300.972229,305.930237,307.959717,301.021637,304.738068,300.964233,298.567474,299.000732,301.469299
2033-09-14,301.685760,302.800415,307.362122,304.617615,300.751099,301.344818,307.977966,301.086853,303.444946,304.579224
2033-09-15,302.565186,304.078796,305.518341,303.758240,290.692505,304.957214,308.072113,296.466797,300.244263,302.249634
2033-09-16,296.981262,304.736420,307.553406,306.688202,295.253387,305.005341,309.558228,295.181305,299.713745,301.523071
2033-09-17,291.340027,307.638428,308.396301,307.548981,304.276123,304.718964,306.261658,296.602417,299.517303,302.612488
2033-09-18,289.818420,305.284088,306.451691,307.146729,303.032257,304.222076,302.885162,298.968445,299.787354,304.605896
2033-09-19,295.566101,305.668091,303.195618,306.451508,303.892517,300.753357,293.350861,302.959259,299.033478,303.078003
2033-09-20,294.889313,307.270844,300.474792,298.795074,300.250336,300.054504,294.761444,298.853027,297.896332,299.957611
2033-09-21,291.377808,306.837708,302.940887,294.008545,293.814331,305.787842,298.095154,295.599457,296.283142,299.049957
2033-09-22,299.156799,306.651733,299.640137,296.324951,294.697449,303.436127,296.281036,297.731079,297.356384,297.023895
2033-09-23,298.677246,305.758820,295.782501,298.811035,292.126038,299.187439,294.211060,299.765381,299.619690,295.875427
2033-09-24,297.359863,306.907440,294.923004,299.546753,293.665833,296.891327,297.850037,300.037750,298.713470,296.699646
2033-09-25,295.739349,307.321869,292.356079,300.360901,296.211365,291.040375,298.888855,301.250336,300.649170,297.192505
2033-09-26,294.231842,298.015167,291.593048,297.516357,287.291840,288.550507,303.240723,301.416687,296.969086,298.328278
2033-09-27,293.915802,293.035004,295.731384,298.762573,300.316772,290.494629,298.918915,303.462372,298.257690,296.377563
2033-09-28,296.055573,290.753815,296.413269,298.733582,303.615845,292.491638,302.950165,302.535706,299.012573,292.253967
2033-09-29,297.323944,292.881531,299.290466,300.380951,302.827240,293.747009,304.808624,302.632721,294.482788,294.486755
2033-09-30,299.302124,293.640991,299.651794,301.124390,299.690216,288.874725,302.734192,305.037109,296.889801,300.418762
2033-10-01,296.948883,299.203094,300.174683,303.388855,301.371887,288.063446,305.267426,302.476318,298.406982,298.665039
2033-10-02,297.921906,300.517242,298.467377,300.772797,303.428925,290.473206,296.312317,301.901886,298.452240,295.501404
2033-10-03,305.703949,298.304840,299.098938,295.768219,298.728638,290.877930,291.418793,302.991211,296.459198,295.539215
2033-10-04,299.537109,294.630951,298.583740,297.479919,297.204620,294.742615,296.637390,302.542236,292.956116,295.717407
2033-10-05,297.325836,292.334167,298.901978,295.557190,299.068481,293.862854,299.777252,306.694061,291.153229,298.648102
2033-10-06,294.204346,293.769745,294.777802,298.532715,299.389832,290.579651,300.080688,299.983765,290.147186,289.849121
2033-10-07,291.889893,292.682861,294.897095,294.169067,301.973724,288.014954,299.035156,295.966614,291.404663,290.161041
2033-10-08,286.443604,288.261383,291.713623,290.848694,295.765198,292.265320,297.278564,291.963989,292.663330,298.052216
2033-10-09,290.033386,293.210358,292.429962,296.943085,297.638062,292.514618,293.947021,295.335205,293.739563,300.160767
2033-10-10,295.210449,286.297821,294.820129,299.673859,296.459076,292.510162,294.716949,296.479218,295.303436,297.285278
2033-10-11,298.398499,292.098358,297.288483,300.455475,290.288422,295.610596,297.880829,298.648163,297.060425,293.688538
2033-10-12,295.640289,291.995514,299.046204,301.987396,292.300995,297.291229,298.959381,300.473938,294.601837,293.974457
2033-10-13,294.939240,292.053375,300.978851,303.648621,294.781647,298.203278,301.987213,302.673279,302.163818,299.362030
2033-10-14,289.778198,289.485199,300.930389,304.916443,293.497314,294.769897,297.350159,297.633942,291.939484,302.881104
2033-10-15,293.883209,295.588928,299.663910,303.636841,291.597626,296.518951,300.525757,299.892700,287.018341,300.966309
2033-10-16,291.624634,298.134033,294.100067,304.940460,294.767059,300.246582,296.492096,301.959137,288.025574,298.854858
2033-10-17,294.668732,297.221436,301.519653,303.566559,297.206085,301.129089,295.971008,302.975403,283.741028,304.244629
2033-10-18,298.101105,291.739655,296.798370,300.802795,295.586029,299.066498,294.142883,297.142883,288.852692,298.595673
2033-10-19,297.222626,297.657776,290.838562,299.460266,297.740814,294.150116,295.622070,292.554108,287.003815,292.854004
2033-10-20,296.115204,292.529663,291.464142,299.050232,293.513824,288.131592,296.506226,280.825226,278.952087,295.057648
2033-10-21,296.235291,295.917877,285.137482,300.343842,295.720612,293.757721,296.217224,289.324554,281.286591,298.199341
2033-10-22,298.570435,298.018860,294.578888,301.751099,297.262939,294.811523,288.161041,292.438324,288.271637,301.299866
2033-10-23,295.425659,296.779602,294.386505,299.243286,296.190369,297.881256,286.343140,294.831696,284.009003,303.877655
2033-10-24,290.502899,297.155029,290.671478,299.836243,299.802612,298.016602,292.718536,296.347198,283.113434,299.106476
2033-10-25,295.867035,297.615540,286.978424,288.411896,298.057953,297.557861,293.654419,292.216919,283.795624,303.691284
2033-10-26,300.461456,299.552765,283.072937,278.980865,298.530029,300.921631,296.835480,289.458862,288.406494,303.551941
2033-10-27,300.238403,296.610229,282.614044,281.775238,297.495270,296.953674,293.681030,288.016602,289.577362,299.849304
2033-10-28,295.084473,293.513672,290.923309,293.347748,294.518219,287.815918,298.347321,289.546661,294.451324,299.539612
2033-10-29,297.368927,297.723724,296.830322,299.359161,288.123657,281.494171,288.871429,288.186615,295.729767,295.851196
2033-10-30,299.411560,293.967590,295.640045,298.384186,288.364471,283.466614,291.584991,290.733490,297.730621,293.453094
2033-10-31,295.567688,299.685638,301.592041,298.977478,294.800293,293.477905,294.963196,293.569244,291.715698,294.266418
2033-11-01,292.522614,291.604858,290.407410,301.055023,284.785858,297.281158,294.089691,292.989685,293.793945,288.699738
2033-11-02,293.164337,295.439514,285.983337,301.517731,287.573669,298.460327,293.072998,289.667725,295.092133,285.221680
2033-11-03,291.100739,300.403595,294.569214,300.729095,290.493530,298.404663,292.969391,290.829926,290.187469,288.223511
2033-11-04,283.466492,302.301331,300.550140,301.290527,295.729889,300.385468,294.921997,287.945282,283.528656,291.549744
2033-11-05,288.700562,302.071045,297.783234,299.486572,297.715240,301.300537,288.495636,282.432770,286.639038,293.814484
2033-11-06,290.031433,298.485962,302.189667,294.568848,290.432129,301.786163,292.002502,286.340790,283.013672,293.698181
2033-11-07,285.586029,301.111084,303.792816,292.048157,293.567505,299.497070,286.330536,285.332428,286.174683,291.064514
2033-11-08,285.184021,296.572968,302.496582,298.344543,288.761932,303.190796,282.479767,281.400024,290.800293,288.826385
2033-11-09,284.663239,293.042450,300.600677,297.238525,288.371094,298.052032,278.595581,282.542511,286.975647,289.536621
2033-11-10,284.365936,284.294647,297.566162,290.360229,287.499969,299.165558,280.538788,280.240143,282.255249,294.810822
2033-11-11,281.876770,282.894104,297.488983,288.346405,290.402283,302.621796,276.122162,280.214355,289.730835,294.207520
2033-11-12,287.239227,290.790131,296.043915,286.805237,286.828033,300.121460,285.685425,280.660461,290.826904,296.289764
2033-11-13,292.982758,297.324280,296.374786,294.487152,279.465179,298.835663,289.437500,280.382660,284.266846,294.105408
2033-11-14,293.559753,286.415192,293.903046,294.878784,286.135895,293.742981,291.854584,279.876495,282.991547,296.011566
2033-11-15,292.851471,286.228119,293.876678,297.925934,290.578339,294.937805,285.639252,280.594635,283.068481,291.926819
2033-11-16,293.918488,287.430847,288.817932,299.265533,295.240021,296.290802,285.559174,282.040436,286.721436,288.257080
2033-11-17,289.915527,285.295898,287.755798,291.888336,296.126495,295.695404,286.957306,282.526154,288.393799,285.494446
2033-11-18,284.610931,287.096344,289.040314,294.610046,294.115814,297.627960,290.158264,277.567505,287.480499,285.675201
2033-11-19,286.232178,287.201385,288.262238,290.848297,288.329071,298.690155,286.859314,275.783844,289.097198,285.271515
2033-11-20,280.603943,287.284210,285.566132,286.918610,287.994324,291.559143,283.508759,284.066437,289.499908,289.635223
2033-11-21,278.773468,284.229004,283.131500,286.429138,289.356079,288.314240,281.126648,284.497528,287.264465,287.647186
2033-11-22,290.496887,291.121887,288.295502,292.596466,289.088898,287.952545,285.074219,281.394958,286.431702,281.884613
2033-11-23,291.706848,293.804260,291.670654,287.594025,289.844940,290.470642,282.182739,278.676270,288.794525,282.216309
2033-11-24,294.097900,282.006622,290.127991,279.475433,285.218658,280.712952,288.349731,275.442108,293.071503,281.130402
2033-11-25,297.910889,281.669495,283.388947,280.961273,288.041199,272.323547,285.348663,278.537170,283.205475,282.219391
2033-11-26,292.146179,289.078278,284.795685,282.612762,289.642670,278.268097,286.543671,282.758850,285.790222,285.868439
2033-11-27,293.213501,288.198486,289.469055,284.983582,293.368164,287.970917,290.117065,278.101471,286.825195,289.802856
2033-11-28,289.377747,287.758545,287.677948,288.012085,291.414795,289.608185,286.647736,279.213196,275.836761,284.724152
2033-11-29,292.385529,284.989594,288.730347,288.387817,293.496643,282.015259,287.257416,278.279572,278.177856,284.815948
2033-11-30,294.748383,280.967682,281.943207,289.647400,287.913788,285.046021,286.281281,288.289062,279.540009,286.208984
2033-12-01,288.371765,279.761230,276.350861,291.274261,294.348541,283.516205,293.568268,284.556824,274.657013,290.037140
2033-12-02,290.208832,278.242340,276.458282,286.288910,290.842621,279.276031,287.885010,287.447632,278.156982,286.735168
2033-12-03,295.820740,278.833771,280.867706,285.187592,284.001373,284.263580,281.942810,278.567261,281.974915,285.205444
2033-12-04,295.940063,283.091034,286.794708,283.122284,284.670105,288.804962,278.594482,278.040009,282.696594,288.332733
2033-12-05,295.616455,285.178772,292.335968,282.720886,286.527771,288.175415,286.605103,277.251068,280.699402,291.318481
2033-12-06,288.883118,284.724854,287.659821,279.052490,284.295349,285.868652,290.782928,278.370728,278.253326,293.505859
2033-12-07,279.641632,285.781921,290.585938,284.661835,281.043793,286.214142,286.256714,274.298706,275.318176,294.333374
2033-12-08,276.448334,286.033051,285.568817,282.428192,281.935486,291.017212,277.665741,274.247437,276.056976,287.823914
2033-12-09,276.857056,282.913208,278.646393,278.860565,278.815643,284.103760,282.942902,275.523102,279.802185,283.975006
2033-12-10,280.818176,283.052032,277.847809,284.767761,281.395905,277.845795,276.428284,274.560669,286.655640,281.139832
2033-12-11,285.104187,283.501556,277.965790,283.149445,278.345001,277.651886,279.003540,277.402924,288.413788,278.737915
2033-12-12,278.176239,285.450317,284.176117,282.253235,287.089264,282.917816,288.220642,280.507233,282.478271,285.877411
2033-12-13,277.934509,286.279968,277.079437,279.093384,284.650299,279.809784,285.887665,281.831055,280.498962,292.226898
2033-12-14,283.581848,279.797150,274.667175,279.657532,284.581329,283.737946,293.028259,287.550079,288.113037,287.795715
2033-12-15,281.347198,276.939209,277.497253,287.512421,283.827393,291.634155,289.818146,285.478607,286.599060,281.424744
2033-12-16,280.064301,275.373627,282.255096,294.203491,285.932892,286.671631,279.736084,281.164612,286.718781,282.801758
2033-12-17,273.251038,279.145844,282.557678,295.526855,288.644196,284.613464,277.733765,276.339539,282.268585,287.458679
2033-12-18,277.838409,283.032990,287.709778,289.344879,291.834320,283.391205,289.328491,279.906982,294.744781,285.398804
2033-12-19,281.296600,286.271759,286.547729,284.909607,291.102997,285.917389,288.331329,280.651337,293.920502,283.722870
2033-12-20,275.864685,277.402191,282.652649,290.564728,288.045288,287.773529,280.602386,279.809540,291.195496,284.074127
2033-12-21,282.965240,282.597748,278.682251,279.394440,278.860229,288.609528,274.943237,276.162964,281.939819,282.859253
2033-12-22,288.343201,282.754272,281.191681,280.807617,280.863831,285.117035,280.456726,280.106659,286.578094,285.708313
2033-12-23,285.602753,275.749634,280.520355,279.205902,284.897766,291.203918,279.889496,277.946747,286.483582,289.969299
2033-12-24,277.951782,276.932007,284.701904,277.854218,287.951660,288.732147,283.468475,274.271240,276.297150,289.587708
2033-12-25,285.999817,273.656647,280.192902,284.039825,290.315521,281.839203,280.134216,275.689178,277.516327,292.481659
2033-12-26,290.547913,280.897827,277.073395,282.078461,292.819641,278.689758,278.975616,272.990662,276.588959,293.831177
2033-12-27,290.021912,279.755768,278.907135,282.836304,291.542664,281.740784,276.971893,273.415771,277.414581,289.527557
2033-12-28,294.018738,280.845612,278.834717,287.202576,292.843170,285.498352,279.020538,274.114044,277.410980,297.883820
2033-12-29,289.620728,277.046997,276.648804,282.784668,281.959045,286.289856,281.926453,278.664215,278.796967,289.686951
2033-12-30,274.586243,282.103149,274.789703,277.117920,277.508331,288.819275,276.994171,279.404419,280.560669,287.890076
2033-12-31,276.095490,286.334656,276.423187,282.669952,285.110504,289.610870,279.543152,279.054474,281.846924,287.239105
2034-01-01,273.690643,287.840698,274.016022,280.431091,287.724731,286.212219,275.512360,270.827850,280.421326,291.468292
2034-01-02,278.890259,284.707794,274.872070,273.936584,287.533295,282.973022,277.502502,274.419434,279.620789,282.826202
2034-01-03,280.059662,290.887177,281.938782,280.222076,289.201263,287.337280,284.638672,273.328583,277.297150,282.262726
2034-01-04,279.574005,285.890442,282.469330,282.375397,287.558899,287.309448,280.791656,274.319611,277.809418,284.065186
2034-01-05,277.451721,278.236206,278.794678,282.347534,275.398804,283.194214,283.829163,280.682007,278.870514,279.263000
2034-01-06,275.768188,282.440063,288.648132,280.443512,280.303680,274.612457,284.848816,275.457733,278.624146,283.268005
2034-01-07,277.804199,280.390167,287.270264,285.149750,287.049255,276.419159,286.433105,274.760315,276.839935,287.891541
2034-01-08,280.131195,282.584473,284.291016,285.257690,288.793915,269.241394,282.634888,273.278168,276.826416,282.402618
2034-01-09,282.917419,277.318604,276.980560,285.030945,288.638062,275.725739,280.966980,275.316803,276.502106,279.398529
2034-01-10,279.591217,274.574615,279.626953,289.675537,289.629852,287.228302,286.264679,277.317017,280.235291,280.373322
2034-01-11,276.024841,273.943817,278.286957,285.489960,286.805298,291.232941,288.810028,278.059631,277.732697,281.462036
2034-01-12,276.610687,276.004547,277.901428,281.661194,292.361908,291.351074,286.862274,275.878754,279.864014,281.442444
2034-01-13,277.035065,274.680634,279.654510,285.815582,286.154419,293.512665,288.775085,274.850708,276.550293,282.972137
2034-01-14,273.900391,277.393066,280.930420,279.751740,284.303070,293.674164,284.299652,280.338043,277.482239,275.104675
2034-01-15,284.163086,270.298645,275.208221,280.413513,282.772491,285.978882,285.567627,280.003906,275.378387,277.183777
2034-01-16,292.235443,275.433624,270.291840,284.857727,283.601379,275.302917,287.186279,269.077637,281.851074,276.765259
2034-01-17,288.389801,279.725494,269.062775,285.560181,283.637085,280.991913,291.159058,271.711975,280.370605,281.189514
2034-01-18,293.287964,284.439423,277.017273,293.711304,287.248322,287.347412,288.471344,271.260345,281.201630,287.864990
2034-01-19,286.060699,283.962494,281.122101,298.845001,288.260712,285.156525,294.436920,278.556976,282.416260,283.761108
2034-01-20,278.115112,282.238708,284.489532,293.907135,281.215515,286.852997,288.994476,279.283569,285.162354,283.919067
2034-01-21,277.867981,275.641846,276.378815,288.144012,276.040131,286.521362,292.002502,280.041779,284.210327,285.638458
2034-01-22,285.958740,274.356049,271.819550,278.284302,284.736115,285.446991,279.892578,277.245850,289.555908,287.554291
2034-01-23,279.603149,274.955627,274.588684,287.663086,282.130188,282.167694,274.751953,279.489594,292.062775,289.493622
2034-01-24,284.931244,275.067780,273.182068,278.337219,275.016388,270.438416,280.617920,278.001709,290.955566,294.276001
2034-01-25,285.849976,273.263672,270.986786,272.817535,283.719818,279.399414,280.493225,273.727142,289.073547,295.208435
2034-01-26,282.480865,274.174774,270.311310,273.287384,280.275879,285.230957,276.929993,269.251190,284.673950,292.017212
2034-01-27,284.877777,275.093353,276.885162,274.554504,277.836945,281.683441,285.424072,270.850708,275.005859,290.443207
2034-01-28,289.091675,274.686737,278.372406,280.016693,282.103363,278.748596,276.939423,273.970276,276.260406,290.754486
2034-01-29,292.062286,269.698730,282.823395,282.790527,284.136536,277.424194,287.881409,287.411926,280.290070,286.444183
2034-01-30,276.375702,273.792175,278.604065,281.266266,280.134308,280.803711,288.157562,285.655945,281.033142,279.051117
2034-01-31,280.407715,280.491791,278.540161,279.492615,271.369324,284.704407,291.295410,283.484406,285.454956,279.601898
2034-02-01,276.264954,278.340271,277.117279,279.480286,277.224335,280.115906,294.659027,279.038849,279.307129,278.332794
2034-02-02,273.575745,280.744934,273.263153,278.639160,279.574799,278.215912,297.967407,276.602814,292.658203,278.836761
2034-02-03,275.536621,283.460480,274.033325,278.626831,273.407593,273.409882,295.315430,279.550110,286.090698,283.332336
2034-02-04,281.545929,280.805176,271.745331,276.523041,279.881378,270.235168,298.308716,279.521149,278.509033,289.598999
2034-02-05,280.644012,275.024811,273.409454,271.178162,286.073181,275.767090,288.767303,275.905609,278.790863,282.499878
2034-02-06,280.330536,276.047180,276.258270,273.581024,286.411224,284.486237,279.512268,279.066406,276.392029,286.655914
2034-02-07,275.234406,269.830872,280.827881,277.083191,293.110718,279.530731,281.813843,284.043976,279.698853,289.472717
2034-02-08,272.580444,272.093231,277.259796,276.190063,297.250519,283.192871,287.403503,282.855469,278.983856,292.869904
2034-02-09,277.994049,271.848846,275.236023,279.137604,286.971588,276.928925,296.000854,277.193359,280.006317,284.249268
2034-02-10,289.800629,273.637909,280.238556,287.278381,275.559113,278.372437,287.306915,281.509521,279.971588,280.746399
2034-02-11,290.696747,281.060211,278.695496,287.451385,284.758545,282.999268,290.128021,283.717041,281.301361,284.332733
2034-02-12,288.640594,283.419281,281.447174,292.646698,285.837433,282.322083,291.299683,281.507660,280.570007,282.034027
2034-02-13,281.069733,275.322906,273.863068,293.663940,283.351135,284.763031,294.503662,284.393402,279.577423,283.187805
2034-02-14,278.212341,275.569733,275.429565,291.837433,283.263916,289.084320,288.764008,282.272308,275.944275,280.237488
2034-02-15,279.901428,275.732635,279.720093,297.756439,291.219025,278.104492,297.422760,278.695221,278.117554,277.082062
2034-02-16,285.503265,279.920776,279.714447,292.690857,290.928680,276.117371,291.939331,275.610382,278.620117,275.128387
2034-02-17,287.233826,283.089264,284.018890,293.050079,292.245056,280.435883,285.356659,278.678467,280.346405,279.395691
2034-02-18,294.293671,280.320801,284.995056,293.663300,294.769928,275.536072,285.124756,284.207611,282.617828,275.114807
2034-02-19,287.910156,285.089447,283.852356,293.290588,284.863342,280.295685,287.550537,286.621796,284.954712,266.086731
2034-02-20,278.240326,282.288940,282.593933,295.900421,278.071350,288.459778,287.432983,288.339325,288.620880,266.327393
2034-02-21,275.988953,273.019867,280.935303,292.503571,279.825012,277.353241,289.104614,285.982910,292.617981,276.348541
2034-02-22,273.927826,273.157166,281.676361,291.288361,274.466034,277.259033,293.221405,294.555206,286.801880,278.214600
2034-02-23,274.343658,277.269653,283.834747,294.012115,280.970764,282.405212,293.381409,290.208374,284.964722,278.553192
2034-02-24,279.404175,275.936859,282.879272,290.250092,289.649506,274.641327,285.150452,284.592041,288.172668,280.473114
2034-02-25,281.537781,280.557159,282.062164,282.177917,294.613831,284.809021,282.898193,288.345673,289.218353,285.248901
2034-02-26,285.768311,279.005585,282.646423,285.921112,290.135162,292.066406,289.118134,284.414459,290.124878,289.025146
2034-02-27,279.907806,288.211060,281.617371,287.719238,279.786987,282.050659,284.576263,281.129974,292.846222,293.206268
2034-02-28,275.666290,282.514923,278.910034,291.505188,279.835968,285.008270,279.517365,278.058533,293.572052,298.331604
2034-03-01,280.323822,276.612518,282.407623,293.294678,279.295929,285.592468,277.696381,280.304901,296.489288,291.057465
2034-03-02,284.805878,284.037506,287.221008,292.857910,280.625122,281.157349,280.280762,281.880280,296.827728,288.542603
2034-03-03,277.873352,294.154297,286.331970,288.986725,290.208038,285.515778,281.714996,280.908203,292.770966,288.465118
2034-03-04,283.146118,294.888458,288.822723,287.012329,286.620972,280.906067,281.456512,284.591125,290.596771,293.238312
2034-03-05,285.085022,288.575867,291.962372,287.430084,289.516510,279.297180,287.572296,291.519104,284.113495,294.697601
2034-03-06,291.175568,288.131348,288.818420,292.022125,285.777283,285.612610,285.527893,288.988312,289.148956,296.489624
2034-03-07,293.192993,283.917419,290.577820,287.100708,288.604370,278.989563,287.264557,293.813812,292.962646,299.073151
2034-03-08,293.665741,288.091614,286.558777,281.014008,279.772583,283.203156,292.788239,293.012146,285.336731,292.906799
